"imageid	label"	label
"21034	Shoes"	Shoes
"22733	Shoes"	Shoes
"48355	Bags"	Bags
"8651	Eyewear"	Eyewear
"31322	Topwear"	Topwear
"43218	Watches"	Watches
"46451	Watches"	Watches
"30809	Bottomwear"	Bottomwear
"6285	Others"	Others
"27493	Innerwear"	Innerwear
"16085	Eyewear"	Eyewear
"18185	Bottomwear"	Bottomwear
"14166	Others"	Others
"35587	Sandal"	Sandal
"58965	Fragrance"	Fragrance
"15041	Topwear"	Topwear
"7075	Bags"	Bags
"23886	Shoes"	Shoes
"25358	Innerwear"	Innerwear
"56206	Jewellery"	Jewellery
"43683	Topwear"	Topwear
"49955	Others"	Others
"24127	Topwear"	Topwear
"28022	Innerwear"	Innerwear
"52798	Wallets"	Wallets
"35048	Topwear"	Topwear
"56245	Others"	Others
"34651	Shoes"	Shoes
"27503	Innerwear"	Innerwear
"19232	Others"	Others
"34056	Bottomwear"	Bottomwear
"22545	Shoes"	Shoes
"49083	Others"	Others
"4351	Topwear"	Topwear
"2340	Topwear"	Topwear
"29930	Watches"	Watches
"27773	Wallets"	Wallets
"18145	Innerwear"	Innerwear
"24558	Topwear"	Topwear
"2266	Topwear"	Topwear
"1848	Topwear"	Topwear
"45014	Watches"	Watches
"58918	Others"	Others
"51513	Watches"	Watches
"22908	Topwear"	Topwear
"20843	Shoes"	Shoes
"6133	Shoes"	Shoes
"17491	Others"	Others
"45400	Shoes"	Shoes
"45662	Innerwear"	Innerwear
"51723	Eyewear"	Eyewear
"3142	Topwear"	Topwear
"18601	Sandal"	Sandal
"53474	Innerwear"	Innerwear
"53751	Bottomwear"	Bottomwear
"26668	Shoes"	Shoes
"52428	Others"	Others
"56097	Others"	Others
"1730	Shoes"	Shoes
"30265	Eyewear"	Eyewear
"32319	Watches"	Watches
"50880	Others"	Others
"52085	Topwear"	Topwear
"46674	Fragrance"	Fragrance
"50047	Innerwear"	Innerwear
"17606	Eyewear"	Eyewear
"10266	Shoes"	Shoes
"9124	Shoes"	Shoes
"12985	Shoes"	Shoes
"30046	Watches"	Watches
"31992	Others"	Others
"27952	Innerwear"	Innerwear
"11753	Topwear"	Topwear
"38552	Others"	Others
"59188	Shoes"	Shoes
"26355	Others"	Others
"19024	Shoes"	Shoes
"17036	Shoes"	Shoes
"9475	Topwear"	Topwear
"19251	Watches"	Watches
"44621	Others"	Others
"17319	Eyewear"	Eyewear
"42915	Others"	Others
"30569	Eyewear"	Eyewear
"16385	Topwear"	Topwear
"4592	Bags"	Bags
"12957	Shoes"	Shoes
"48153	Wallets"	Wallets
"26652	Shoes"	Shoes
"3831	Others"	Others
"6380	Shoes"	Shoes
"47538	Shoes"	Shoes
"43910	Topwear"	Topwear
"17318	Eyewear"	Eyewear
"35592	Sandal"	Sandal
"59963	Others"	Others
"34967	Others"	Others
"23752	Eyewear"	Eyewear
"9454	Topwear"	Topwear
"48400	Topwear"	Topwear
"16997	Shoes"	Shoes
"28811	Bottomwear"	Bottomwear
"38767	Bottomwear"	Bottomwear
"11847	Others"	Others
"34260	Topwear"	Topwear
"34806	Others"	Others
"48128	Wallets"	Wallets
"14099	Topwear"	Topwear
"59484	Jewellery"	Jewellery
"41385	Topwear"	Topwear
"4370	Topwear"	Topwear
"58571	Bottomwear"	Bottomwear
"50436	Innerwear"	Innerwear
"44581	Bottomwear"	Bottomwear
"43696	Topwear"	Topwear
"2120	Topwear"	Topwear
"8281	Topwear"	Topwear
"56913	Shoes"	Shoes
"37779	Topwear"	Topwear
"4944	Topwear"	Topwear
"26949	Topwear"	Topwear
"38228	Eyewear"	Eyewear
"46665	Fragrance"	Fragrance
"2852	Topwear"	Topwear
"38986	Topwear"	Topwear
"56949	Shoes"	Shoes
"11387	Topwear"	Topwear
"6229	Topwear"	Topwear
"40671	Topwear"	Topwear
"58937	Watches"	Watches
"46185	Jewellery"	Jewellery
"46690	Fragrance"	Fragrance
"58238	Wallets"	Wallets
"19407	Topwear"	Topwear
"35383	Shoes"	Shoes
"52183	Jewellery"	Jewellery
"14742	Topwear"	Topwear
"24611	Topwear"	Topwear
"13166	Shoes"	Shoes
"16067	Bottomwear"	Bottomwear
"36749	Others"	Others
"12883	Shoes"	Shoes
"39818	Sandal"	Sandal
"25276	Bags"	Bags
"46328	Shoes"	Shoes
"44516	Others"	Others
"32952	Shoes"	Shoes
"46981	Bags"	Bags
"8298	Others"	Others
"31696	Topwear"	Topwear
"44494	Shoes"	Shoes
"44990	Watches"	Watches
"55579	Makeup"	Makeup
"5401	Shoes"	Shoes
"43569	Bags"	Bags
"13475	Shoes"	Shoes
"54869	Jewellery"	Jewellery
"6736	Sandal"	Sandal
"56477	Others"	Others
"28737	Topwear"	Topwear
"24119	Others"	Others
"38934	Bottomwear"	Bottomwear
"7266	Bottomwear"	Bottomwear
"2972	Topwear"	Topwear
"44721	Others"	Others
"11539	Topwear"	Topwear
"30001	Watches"	Watches
"19293	Watches"	Watches
"3085	Topwear"	Topwear
"3060	Topwear"	Topwear
"41530	Others"	Others
"36236	Topwear"	Topwear
"15886	Shoes"	Shoes
"21087	Sandal"	Sandal
"11502	Shoes"	Shoes
"27967	Innerwear"	Innerwear
"11552	Topwear"	Topwear
"28464	Bottomwear"	Bottomwear
"38329	Topwear"	Topwear
"2544	Others"	Others
"39458	Topwear"	Topwear
"6275	Topwear"	Topwear
"29594	Topwear"	Topwear
"25489	Shoes"	Shoes
"50911	Others"	Others
"17736	Others"	Others
"29384	Topwear"	Topwear
"53422	Topwear"	Topwear
"44675	Topwear"	Topwear
"28091	Innerwear"	Innerwear
"12748	Bottomwear"	Bottomwear
"39987	Shoes"	Shoes
"35310	Jewellery"	Jewellery
"3281	Topwear"	Topwear
"36757	Watches"	Watches
"55112	Makeup"	Makeup
"5866	Shoes"	Shoes
"50875	Others"	Others
"15118	Bottomwear"	Bottomwear
"17139	Bags"	Bags
"29106	Others"	Others
"54965	Topwear"	Topwear
"52061	Topwear"	Topwear
"51348	Others"	Others
"50598	Innerwear"	Innerwear
"15228	Shoes"	Shoes
"23233	Topwear"	Topwear
"9557	Topwear"	Topwear
"58304	Others"	Others
"45049	Others"	Others
"14033	Topwear"	Topwear
"51475	Bottomwear"	Bottomwear
"58548	Others"	Others
"48395	Bottomwear"	Bottomwear
"56986	Shoes"	Shoes
"5728	Shoes"	Shoes
"29494	Watches"	Watches
"53383	Shoes"	Shoes
"48517	Topwear"	Topwear
"3615	Others"	Others
"53715	Bags"	Bags
"51584	Bottomwear"	Bottomwear
"48578	Jewellery"	Jewellery
"18178	Topwear"	Topwear
"4492	Shoes"	Shoes
"50743	Shoes"	Shoes
"8138	Watches"	Watches
"24143	Topwear"	Topwear
"32859	Shoes"	Shoes
"38665	Shoes"	Shoes
"18317	Topwear"	Topwear
"30801	Topwear"	Topwear
"44908	Topwear"	Topwear
"8333	Topwear"	Topwear
"25117	Bags"	Bags
"25425	Bags"	Bags
"42418	Topwear"	Topwear
"51252	Others"	Others
"41352	Bottomwear"	Bottomwear
"3183	Shoes"	Shoes
"59032	Shoes"	Shoes
"1548	Shoes"	Shoes
"17700	Shoes"	Shoes
"12492	Topwear"	Topwear
"47097	Shoes"	Shoes
"23786	Eyewear"	Eyewear
"44185	Fragrance"	Fragrance
"11654	Topwear"	Topwear
"39686	Shoes"	Shoes
"29317	Bags"	Bags
"48122	Others"	Others
"6405	Sandal"	Sandal
"25323	Watches"	Watches
"52313	Jewellery"	Jewellery
"10188	Topwear"	Topwear
"26014	Fragrance"	Fragrance
"11804	Topwear"	Topwear
"57628	Others"	Others
"12017	Topwear"	Topwear
"48363	Topwear"	Topwear
"12006	Topwear"	Topwear
"57225	Bags"	Bags
"28020	Innerwear"	Innerwear
"1803	Topwear"	Topwear
"54187	Innerwear"	Innerwear
"28996	Topwear"	Topwear
"50732	Sandal"	Sandal
"24657	Others"	Others
"6080	Topwear"	Topwear
"25872	Bags"	Bags
"3264	Topwear"	Topwear
"36464	Shoes"	Shoes
"44814	Topwear"	Topwear
"22952	Shoes"	Shoes
"17112	Bags"	Bags
"58976	Fragrance"	Fragrance
"28081	Innerwear"	Innerwear
"2090	Topwear"	Topwear
"57949	Shoes"	Shoes
"53134	Shoes"	Shoes
"5737	Shoes"	Shoes
"17240	Topwear"	Topwear
"34825	Shoes"	Shoes
"42907	Others"	Others
"31110	Bottomwear"	Bottomwear
"3201	Topwear"	Topwear
"25004	Topwear"	Topwear
"7419	Topwear"	Topwear
"19627	Topwear"	Topwear
"6154	Shoes"	Shoes
"58805	Topwear"	Topwear
"45320	Shoes"	Shoes
"57439	Topwear"	Topwear
"20328	Topwear"	Topwear
"50283	Others"	Others
"39798	Topwear"	Topwear
"52961	Others"	Others
"10319	Watches"	Watches
"21904	Topwear"	Topwear
"35899	Bags"	Bags
"54521	Shoes"	Shoes
"42066	Others"	Others
"10332	Others"	Others
"3064	Topwear"	Topwear
"58466	Others"	Others
"43512	Others"	Others
"17182	Topwear"	Topwear
"41755	Topwear"	Topwear
"50864	Others"	Others
"46334	Shoes"	Shoes
"55059	Others"	Others
"13212	Shoes"	Shoes
"23171	Topwear"	Topwear
"19142	Sandal"	Sandal
"23310	Topwear"	Topwear
"28904	Innerwear"	Innerwear
"4180	Shoes"	Shoes
"3088	Topwear"	Topwear
"52819	Jewellery"	Jewellery
"21967	Bags"	Bags
"3396	Bags"	Bags
"29561	Shoes"	Shoes
"14420	Shoes"	Shoes
"40167	Eyewear"	Eyewear
"12652	Topwear"	Topwear
"26941	Topwear"	Topwear
"42271	Shoes"	Shoes
"58196	Bags"	Bags
"17838	Shoes"	Shoes
"34067	Topwear"	Topwear
"53136	Shoes"	Shoes
"36094	Wallets"	Wallets
"45192	Watches"	Watches
"19306	Shoes"	Shoes
"15275	Others"	Others
"9982	Topwear"	Topwear
"4233	Topwear"	Topwear
"47348	Bags"	Bags
"21523	Bags"	Bags
"14542	Topwear"	Topwear
"22338	Topwear"	Topwear
"52786	Wallets"	Wallets
"46274	Topwear"	Topwear
"55829	Others"	Others
"52299	Innerwear"	Innerwear
"40323	Shoes"	Shoes
"15274	Bags"	Bags
"45866	Shoes"	Shoes
"14678	Topwear"	Topwear
"33254	Topwear"	Topwear
"57601	Others"	Others
"36905	Watches"	Watches
"19517	Topwear"	Topwear
"18930	Topwear"	Topwear
"30341	Topwear"	Topwear
"50035	Innerwear"	Innerwear
"30555	Eyewear"	Eyewear
"21297	Eyewear"	Eyewear
"28212	Eyewear"	Eyewear
"57624	Others"	Others
"50625	Innerwear"	Innerwear
"50670	Others"	Others
"4895	Topwear"	Topwear
"16631	Topwear"	Topwear
"21623	Innerwear"	Innerwear
"7612	Bags"	Bags
"29029	Others"	Others
"30494	Innerwear"	Innerwear
"21250	Bags"	Bags
"10424	Topwear"	Topwear
"35182	Bags"	Bags
"22919	Watches"	Watches
"17120	Bags"	Bags
"7586	Shoes"	Shoes
"37788	Topwear"	Topwear
"25403	Shoes"	Shoes
"41246	Others"	Others
"7257	Shoes"	Shoes
"5697	Shoes"	Shoes
"47293	Bags"	Bags
"28513	Bottomwear"	Bottomwear
"45127	Watches"	Watches
"38233	Eyewear"	Eyewear
"29122	Others"	Others
"9145	Bottomwear"	Bottomwear
"18597	Shoes"	Shoes
"17903	Bottomwear"	Bottomwear
"11124	Bags"	Bags
"49435	Shoes"	Shoes
"17683	Shoes"	Shoes
"44403	Shoes"	Shoes
"56886	Shoes"	Shoes
"46359	Topwear"	Topwear
"58687	Topwear"	Topwear
"23182	Topwear"	Topwear
"51429	Topwear"	Topwear
"32727	Shoes"	Shoes
"17752	Topwear"	Topwear
"18807	Others"	Others
"39939	Shoes"	Shoes
"59527	Jewellery"	Jewellery
"33562	Topwear"	Topwear
"50405	Watches"	Watches
"40688	Shoes"	Shoes
"26628	Shoes"	Shoes
"8990	Shoes"	Shoes
"21190	Bags"	Bags
"27766	Wallets"	Wallets
"33401	Wallets"	Wallets
"43919	Others"	Others
"4676	Bags"	Bags
"7558	Topwear"	Topwear
"20245	Topwear"	Topwear
"49610	Shoes"	Shoes
"36760	Watches"	Watches
"47274	Innerwear"	Innerwear
"23836	Shoes"	Shoes
"11151	Others"	Others
"59251	Watches"	Watches
"44287	Topwear"	Topwear
"23623	Topwear"	Topwear
"43490	Topwear"	Topwear
"29743	Bags"	Bags
"8193	Topwear"	Topwear
"46543	Watches"	Watches
"31107	Topwear"	Topwear
"54070	Shoes"	Shoes
"11794	Topwear"	Topwear
"23199	Topwear"	Topwear
"34175	Topwear"	Topwear
"8941	Topwear"	Topwear
"25094	Wallets"	Wallets
"33958	Bottomwear"	Bottomwear
"39287	Sandal"	Sandal
"59920	Topwear"	Topwear
"12859	Shoes"	Shoes
"39002	Topwear"	Topwear
"11339	Bottomwear"	Bottomwear
"57400	Innerwear"	Innerwear
"19455	Topwear"	Topwear
"27704	Bags"	Bags
"28714	Topwear"	Topwear
"50886	Others"	Others
"38500	Bottomwear"	Bottomwear
"12946	Topwear"	Topwear
"22937	Watches"	Watches
"42896	Others"	Others
"24509	Topwear"	Topwear
"50351	Topwear"	Topwear
"19427	Topwear"	Topwear
"5967	Topwear"	Topwear
"25599	Others"	Others
"23881	Topwear"	Topwear
"8606	Topwear"	Topwear
"47631	Shoes"	Shoes
"16782	Watches"	Watches
"35395	Shoes"	Shoes
"34146	Topwear"	Topwear
"22595	Topwear"	Topwear
"35479	Shoes"	Shoes
"19532	Topwear"	Topwear
"15617	Topwear"	Topwear
"45717	Fragrance"	Fragrance
"21838	Topwear"	Topwear
"7147	Topwear"	Topwear
"41405	Topwear"	Topwear
"4484	Shoes"	Shoes
"9236	Topwear"	Topwear
"20037	Bottomwear"	Bottomwear
"7510	Bottomwear"	Bottomwear
"8598	Topwear"	Topwear
"8470	Topwear"	Topwear
"37877	Others"	Others
"11840	Shoes"	Shoes
"16956	Eyewear"	Eyewear
"58327	Others"	Others
"7753	Shoes"	Shoes
"32324	Watches"	Watches
"29026	Topwear"	Topwear
"28268	Fragrance"	Fragrance
"56500	Others"	Others
"52373	Others"	Others
"4982	Topwear"	Topwear
"17510	Topwear"	Topwear
"5882	Topwear"	Topwear
"33525	Shoes"	Shoes
"25765	Topwear"	Topwear
"29913	Watches"	Watches
"21553	Bags"	Bags
"13019	Shoes"	Shoes
"49689	Others"	Others
"13461	Topwear"	Topwear
"58703	Topwear"	Topwear
"47031	Topwear"	Topwear
"42547	Topwear"	Topwear
"53363	Bags"	Bags
"18892	Topwear"	Topwear
"1756	Topwear"	Topwear
"7054	Topwear"	Topwear
"13599	Innerwear"	Innerwear
"28441	Watches"	Watches
"2589	Others"	Others
"8447	Topwear"	Topwear
"49890	Watches"	Watches
"7195	Topwear"	Topwear
"8238	Shoes"	Shoes
"40783	Others"	Others
"18375	Innerwear"	Innerwear
"31627	Topwear"	Topwear
"43354	Shoes"	Shoes
"18630	Topwear"	Topwear
"56338	Watches"	Watches
"10241	Watches"	Watches
"25837	Topwear"	Topwear
"15270	Shoes"	Shoes
"11436	Topwear"	Topwear
"18752	Topwear"	Topwear
"46303	Fragrance"	Fragrance
"33039	Topwear"	Topwear
"45133	Watches"	Watches
"4134	Shoes"	Shoes
"8321	Topwear"	Topwear
"31455	Topwear"	Topwear
"51660	Watches"	Watches
"4859	Topwear"	Topwear
"43334	Bags"	Bags
"8455	Topwear"	Topwear
"47606	Shoes"	Shoes
"25018	Shoes"	Shoes
"55224	Others"	Others
"26043	Topwear"	Topwear
"10410	Topwear"	Topwear
"40535	Watches"	Watches
"49816	Others"	Others
"26797	Topwear"	Topwear
"12918	Topwear"	Topwear
"21291	Eyewear"	Eyewear
"35897	Bags"	Bags
"26495	Topwear"	Topwear
"28420	Eyewear"	Eyewear
"13264	Bottomwear"	Bottomwear
"41731	Shoes"	Shoes
"35560	Sandal"	Sandal
"45041	Watches"	Watches
"16065	Bottomwear"	Bottomwear
"49829	Others"	Others
"50641	Innerwear"	Innerwear
"37472	Watches"	Watches
"22438	Topwear"	Topwear
"13242	Bottomwear"	Bottomwear
"19035	Shoes"	Shoes
"11482	Topwear"	Topwear
"39141	Others"	Others
"7852	Bags"	Bags
"20952	Others"	Others
"5763	Topwear"	Topwear
"15132	Bottomwear"	Bottomwear
"27948	Innerwear"	Innerwear
"5588	Shoes"	Shoes
"32461	Topwear"	Topwear
"17798	Topwear"	Topwear
"47590	Shoes"	Shoes
"17580	Bottomwear"	Bottomwear
"49759	Bottomwear"	Bottomwear
"35817	Shoes"	Shoes
"18393	Innerwear"	Innerwear
"32314	Watches"	Watches
"29080	Others"	Others
"30721	Topwear"	Topwear
"57832	Topwear"	Topwear
"18211	Others"	Others
"21758	Others"	Others
"54717	Topwear"	Topwear
"5646	Others"	Others
"49613	Shoes"	Shoes
"30665	Eyewear"	Eyewear
"25127	Bags"	Bags
"38762	Shoes"	Shoes
"27805	Others"	Others
"37742	Topwear"	Topwear
"36298	Topwear"	Topwear
"30847	Topwear"	Topwear
"48374	Topwear"	Topwear
"34068	Shoes"	Shoes
"2784	Topwear"	Topwear
"50969	Innerwear"	Innerwear
"2889	Shoes"	Shoes
"48032	Watches"	Watches
"19979	Topwear"	Topwear
"7529	Topwear"	Topwear
"12019	Topwear"	Topwear
"17894	Innerwear"	Innerwear
"27749	Wallets"	Wallets
"4417	Topwear"	Topwear
"19353	Shoes"	Shoes
"11535	Topwear"	Topwear
"2764	Topwear"	Topwear
"44231	Shoes"	Shoes
"19264	Watches"	Watches
"45119	Watches"	Watches
"7864	Shoes"	Shoes
"35940	Bottomwear"	Bottomwear
"2171	Topwear"	Topwear
"48929	Jewellery"	Jewellery
"32106	Innerwear"	Innerwear
"34430	Topwear"	Topwear
"34973	Others"	Others
"21586	Bottomwear"	Bottomwear
"14164	Others"	Others
"53814	Others"	Others
"54487	Bags"	Bags
"30141	Topwear"	Topwear
"6675	Shoes"	Shoes
"34123	Others"	Others
"28348	Eyewear"	Eyewear
"10395	Watches"	Watches
"33371	Wallets"	Wallets
"51505	Bottomwear"	Bottomwear
"11193	Watches"	Watches
"12097	Topwear"	Topwear
"41212	Shoes"	Shoes
"17596	Eyewear"	Eyewear
"35471	Shoes"	Shoes
"6649	Shoes"	Shoes
"47074	Bottomwear"	Bottomwear
"24796	Others"	Others
"10508	Topwear"	Topwear
"11128	Bottomwear"	Bottomwear
"6264	Topwear"	Topwear
"2651	Bags"	Bags
"25949	Others"	Others
"57319	Innerwear"	Innerwear
"9858	Topwear"	Topwear
"23706	Eyewear"	Eyewear
"55441	Others"	Others
"35120	Jewellery"	Jewellery
"30178	Watches"	Watches
"56268	Others"	Others
"17060	Others"	Others
"5483	Shoes"	Shoes
"36590	Topwear"	Topwear
"46156	Jewellery"	Jewellery
"12140	Topwear"	Topwear
"8491	Topwear"	Topwear
"31837	Watches"	Watches
"6895	Topwear"	Topwear
"50965	Innerwear"	Innerwear
"28561	Topwear"	Topwear
"49991	Others"	Others
"9640	Topwear"	Topwear
"57304	Shoes"	Shoes
"41253	Others"	Others
"13632	Others"	Others
"55906	Others"	Others
"42210	Topwear"	Topwear
"2747	Topwear"	Topwear
"6386	Shoes"	Shoes
"16891	Eyewear"	Eyewear
"22655	Bags"	Bags
"33836	Shoes"	Shoes
"37234	Wallets"	Wallets
"25618	Watches"	Watches
"29829	Topwear"	Topwear
"58073	Jewellery"	Jewellery
"39524	Bags"	Bags
"27151	Topwear"	Topwear
"48437	Topwear"	Topwear
"12521	Shoes"	Shoes
"56271	Innerwear"	Innerwear
"21990	Bags"	Bags
"48559	Jewellery"	Jewellery
"39535	Innerwear"	Innerwear
"50631	Innerwear"	Innerwear
"46753	Fragrance"	Fragrance
"37902	Fragrance"	Fragrance
"5445	Topwear"	Topwear
"4673	Bags"	Bags
"11315	Bottomwear"	Bottomwear
"56585	Makeup"	Makeup
"36660	Bags"	Bags
"4325	Topwear"	Topwear
"11455	Topwear"	Topwear
"49020	Jewellery"	Jewellery
"17819	Shoes"	Shoes
"8386	Topwear"	Topwear
"3286	Topwear"	Topwear
"28748	Topwear"	Topwear
"25819	Topwear"	Topwear
"59252	Watches"	Watches
"37730	Topwear"	Topwear
"28378	Eyewear"	Eyewear
"4902	Topwear"	Topwear
"38674	Shoes"	Shoes
"40081	Topwear"	Topwear
"31236	Topwear"	Topwear
"48456	Topwear"	Topwear
"4075	Shoes"	Shoes
"33841	Shoes"	Shoes
"13124	Shoes"	Shoes
"47630	Shoes"	Shoes
"5358	Shoes"	Shoes
"33140	Topwear"	Topwear
"41830	Shoes"	Shoes
"12495	Topwear"	Topwear
"25214	Bags"	Bags
"30772	Topwear"	Topwear
"34009	Topwear"	Topwear
"59560	Jewellery"	Jewellery
"12934	Topwear"	Topwear
"14524	Topwear"	Topwear
"34256	Bottomwear"	Bottomwear
"17007	Shoes"	Shoes
"52852	Jewellery"	Jewellery
"34589	Topwear"	Topwear
"30793	Topwear"	Topwear
"34980	Others"	Others
"16484	Topwear"	Topwear
"7331	Shoes"	Shoes
"42863	Bags"	Bags
"50901	Others"	Others
"7313	Topwear"	Topwear
"54918	Bottomwear"	Bottomwear
"57755	Others"	Others
"55809	Others"	Others
"43495	Topwear"	Topwear
"51370	Topwear"	Topwear
"47252	Innerwear"	Innerwear
"58117	Jewellery"	Jewellery
"29941	Watches"	Watches
"5118	Topwear"	Topwear
"38012	Watches"	Watches
"40417	Topwear"	Topwear
"37748	Topwear"	Topwear
"8501	Bottomwear"	Bottomwear
"53144	Shoes"	Shoes
"53424	Topwear"	Topwear
"13371	Shoes"	Shoes
"2268	Topwear"	Topwear
"11640	Watches"	Watches
"51396	Bottomwear"	Bottomwear
"31446	Topwear"	Topwear
"49576	Shoes"	Shoes
"23568	Fragrance"	Fragrance
"57388	Innerwear"	Innerwear
"25778	Topwear"	Topwear
"21647	Innerwear"	Innerwear
"15211	Topwear"	Topwear
"10384	Watches"	Watches
"35927	Bags"	Bags
"13270	Topwear"	Topwear
"36825	Topwear"	Topwear
"22949	Watches"	Watches
"16488	Topwear"	Topwear
"14600	Others"	Others
"31288	Topwear"	Topwear
"31977	Shoes"	Shoes
"50828	Wallets"	Wallets
"37944	Topwear"	Topwear
"55180	Others"	Others
"21234	Topwear"	Topwear
"39854	Topwear"	Topwear
"43557	Others"	Others
"27145	Innerwear"	Innerwear
"25927	Topwear"	Topwear
"24050	Topwear"	Topwear
"29994	Watches"	Watches
"38023	Watches"	Watches
"56624	Others"	Others
"56705	Topwear"	Topwear
"45898	Watches"	Watches
"12909	Topwear"	Topwear
"39479	Topwear"	Topwear
"45018	Watches"	Watches
"28251	Fragrance"	Fragrance
"15150	Topwear"	Topwear
"57467	Shoes"	Shoes
"52478	Others"	Others
"40683	Topwear"	Topwear
"28322	Sandal"	Sandal
"8660	Eyewear"	Eyewear
"19133	Sandal"	Sandal
"43986	Fragrance"	Fragrance
"19193	Topwear"	Topwear
"8669	Eyewear"	Eyewear
"18302	Topwear"	Topwear
"25359	Innerwear"	Innerwear
"13187	Shoes"	Shoes
"11204	Watches"	Watches
"32901	Bottomwear"	Bottomwear
"39394	Topwear"	Topwear
"37967	Shoes"	Shoes
"11519	Shoes"	Shoes
"43888	Shoes"	Shoes
"2717	Topwear"	Topwear
"2910	Shoes"	Shoes
"39387	Bottomwear"	Bottomwear
"58542	Eyewear"	Eyewear
"59559	Jewellery"	Jewellery
"57320	Innerwear"	Innerwear
"37776	Topwear"	Topwear
"54492	Bags"	Bags
"46597	Shoes"	Shoes
"10169	Shoes"	Shoes
"3165	Shoes"	Shoes
"25107	Others"	Others
"44214	Others"	Others
"46714	Fragrance"	Fragrance
"15231	Shoes"	Shoes
"4675	Bags"	Bags
"56548	Others"	Others
"57096	Bottomwear"	Bottomwear
"38759	Bags"	Bags
"37770	Topwear"	Topwear
"39752	Bottomwear"	Bottomwear
"12921	Shoes"	Shoes
"31032	Bottomwear"	Bottomwear
"45010	Watches"	Watches
"43306	Topwear"	Topwear
"10095	Shoes"	Shoes
"49235	Others"	Others
"37073	Bags"	Bags
"41270	Wallets"	Wallets
"27403	Innerwear"	Innerwear
"19568	Topwear"	Topwear
"10604	Others"	Others
"12776	Topwear"	Topwear
"30012	Watches"	Watches
"58862	Others"	Others
"32410	Bottomwear"	Bottomwear
"40692	Shoes"	Shoes
"12600	Topwear"	Topwear
"55384	Others"	Others
"43953	Shoes"	Shoes
"7037	Shoes"	Shoes
"59724	Innerwear"	Innerwear
"37003	Bags"	Bags
"31260	Topwear"	Topwear
"47327	Bags"	Bags
"39963	Sandal"	Sandal
"58530	Eyewear"	Eyewear
"11583	Topwear"	Topwear
"57932	Topwear"	Topwear
"53578	Watches"	Watches
"13192	Shoes"	Shoes
"12452	Others"	Others
"52190	Jewellery"	Jewellery
"11348	Bottomwear"	Bottomwear
"4025	Shoes"	Shoes
"58465	Others"	Others
"3296	Shoes"	Shoes
"31729	Topwear"	Topwear
"6343	Shoes"	Shoes
"41682	Shoes"	Shoes
"46582	Shoes"	Shoes
"6439	Others"	Others
"19212	Others"	Others
"17176	Topwear"	Topwear
"12394	Others"	Others
"28655	Shoes"	Shoes
"36778	Watches"	Watches
"23153	Topwear"	Topwear
"30274	Eyewear"	Eyewear
"40620	Topwear"	Topwear
"51899	Wallets"	Wallets
"7283	Topwear"	Topwear
"33182	Topwear"	Topwear
"57157	Topwear"	Topwear
"5259	Bags"	Bags
"11380	Topwear"	Topwear
"53141	Shoes"	Shoes
"57137	Bottomwear"	Bottomwear
"32529	Fragrance"	Fragrance
"32721	Innerwear"	Innerwear
"27740	Bags"	Bags
"39151	Topwear"	Topwear
"33650	Sandal"	Sandal
"54391	Bags"	Bags
"44216	Others"	Others
"58493	Others"	Others
"4553	Shoes"	Shoes
"6195	Topwear"	Topwear
"28169	Eyewear"	Eyewear
"29529	Watches"	Watches
"6422	Shoes"	Shoes
"28745	Topwear"	Topwear
"10431	Topwear"	Topwear
"47055	Bottomwear"	Bottomwear
"31976	Shoes"	Shoes
"53590	Watches"	Watches
"49793	Others"	Others
"42817	Innerwear"	Innerwear
"43122	Fragrance"	Fragrance
"42631	Jewellery"	Jewellery
"25717	Bags"	Bags
"43470	Others"	Others
"33045	Topwear"	Topwear
"36746	Others"	Others
"7215	Topwear"	Topwear
"17771	Others"	Others
"25662	Watches"	Watches
"51141	Others"	Others
"50572	Innerwear"	Innerwear
"18412	Shoes"	Shoes
"59903	Others"	Others
"39318	Topwear"	Topwear
"59814	Bottomwear"	Bottomwear
"30563	Eyewear"	Eyewear
"29982	Others"	Others
"12497	Topwear"	Topwear
"49112	Makeup"	Makeup
"57368	Innerwear"	Innerwear
"27791	Wallets"	Wallets
"54156	Jewellery"	Jewellery
"30203	Bags"	Bags
"35184	Bags"	Bags
"4545	Shoes"	Shoes
"48423	Topwear"	Topwear
"57635	Others"	Others
"48892	Jewellery"	Jewellery
"2617	Topwear"	Topwear
"20318	Topwear"	Topwear
"13479	Shoes"	Shoes
"44253	Wallets"	Wallets
"27914	Bottomwear"	Bottomwear
"41446	Shoes"	Shoes
"50209	Eyewear"	Eyewear
"27468	Innerwear"	Innerwear
"48684	Jewellery"	Jewellery
"57150	Topwear"	Topwear
"9378	Others"	Others
"7644	Others"	Others
"52367	Others"	Others
"15530	Topwear"	Topwear
"59263	Watches"	Watches
"16016	Others"	Others
"50635	Innerwear"	Innerwear
"58507	Topwear"	Topwear
"33993	Topwear"	Topwear
"28623	Topwear"	Topwear
"18208	Others"	Others
"10361	Topwear"	Topwear
"47122	Shoes"	Shoes
"24469	Others"	Others
"34899	Bags"	Bags
"2820	Sandal"	Sandal
"6808	Shoes"	Shoes
"43074	Bottomwear"	Bottomwear
"15345	Topwear"	Topwear
"12441	Wallets"	Wallets
"29696	Topwear"	Topwear
"36164	Topwear"	Topwear
"45261	Watches"	Watches
"9023	Sandal"	Sandal
